Restaurant_Name,Rating,Cuisine_Type,Cost_for_One,Delivery_Time (min),OFF_offer,Url_link
Apna Dhaba,4.1,"North Indian, Beverages",¹ 100.00,46,50% OFF,https://www.zomato.com/bangalore/apna-dhaba-basavanagudi-bangalore/order
Meghana Biryani,3.2,"Biryani, North Indian, Mughlai, Chinese",¹ 100.00,52,NA,https://www.zomato.com/bangalore/meghana-biryani-btm-bangalore/order
Savoury Restaurant,4.1,"North Indian, Arabian, Chinese, Mughlai, Seafood, Shawarma, Desserts, Beverages",¹ 100.00,44,20% OFF,https://www.zomato.com/bangalore/savoury-restaurant-1-frazer-town/order
Pizza@99,3.1,"Pizza, Burger, Fast Food",¹ 100.00,48,NA,https://www.zomato.com/bangalore/pizza@99-rajajinagar-bangalore/order
The Good Bowl,3.9,"North Indian, Biryani, Mughlai",¹ 100.00,34,10% OFF,https://www.zomato.com/bangalore/the-good-bowl-shanti-nagar-bangalore/order
Sri Udupi Grand,3.8,"South Indian, North Indian, Chinese, Beverages, Shake",¹ 100.00,33,NA,https://www.zomato.com/bangalore/sri-udupi-grand-brigade-road-bangalore/order
Olio - The Wood Fired Pizzeria,4,"Pizza, Italian, Fast Food, Beverages",¹ 100.00,40,50% OFF,https://www.zomato.com/bangalore/olio-the-wood-fired-pizzeria-vasanth-nagar-bangalore/order
Punjabi Unplugged,4.1,North Indian,¹ 100.00,51,60% OFF,https://www.zomato.com/bangalore/punjabi-unplugged-koramangala-7th-block-bangalore/order
Chetty's Corner,4.2,"Fast Food, Sandwich, Pizza, Burger, Street Food, Beverages",¹ 100.00,43,NA,https://www.zomato.com/bangalore/chettys-corner-malleshwaram-bangalore/order
Sri Sai Cafe,4.1,"South Indian, Chinese, Street Food, North Indian",¹ 100.00,41,   125 OFF,https://www.zomato.com/bangalore/sri-sai-cafe-basavanagudi-bangalore/order
New Taj Darbar,3.6,"North Indian, Chinese, Mughlai, Biryani",¹ 100.00,37,Free Gobi Manchurian FR,https://www.zomato.com/bangalore/new-taj-darbar-shivajinagar-bangalore/order
ITC Master Chef Creations,4.2,"North Indian, Biryani, Mughlai, Kebab, Rolls, Modern Indian, Desserts",¹ 100.00,39,30% OFF,https://www.zomato.com/bangalore/itc-master-chef-creations-commercial-street-bangalore/order
Dairy Day Ice Creams & Frozen Desserts,4.2,"Ice Cream, Desserts",¹ 100.00,29,NA,https://www.zomato.com/bangalore/dairy-day-ice-creams-frozen-desserts-shivajinagar-bangalore/order
Laddoos,4,"Mithai, North Indian, Street Food",¹ 100.00,55,NA,https://www.zomato.com/bangalore/laddoos-btm/order
Gochick,4.2,"Burger, Fast Food",¹ 100.00,38,50% OFF,https://www.zomato.com/bangalore/gochick-brigade-road-bangalore/order
Big Bite,4.2,"Fast Food, Chinese, Street Food, Burger, Pizza, Beverages, Ice Cream",¹ 100.00,48,NA,https://www.zomato.com/bangalore/big-bite-vijay-nagar/order
Aubree,4.4,"Bakery, Desserts, Italian, Thai, Fast Food",¹ 100.00,35,   200 OFF,https://www.zomato.com/bangalore/aubree-shivajinagar-bangalore/order
Paragon Restaurant - Since 1939,4.2,"Kerala, Oriental, South Indian, Chinese, Seafood, Desserts, Beverages, North Indian",¹ 100.00,38,NA,https://www.zomato.com/bangalore/paragon-restaurant-since-1939-st-marks-road-bangalore/order
Mangalore Kitchen,4.1,"Mangalorean, South Indian, Chinese",¹ 100.00,64,NA,https://www.zomato.com/bangalore/mangalore-kitchen-1-jeevan-bhima-nagar-bangalore/order
Charminar Biryani House,4,"Biryani, North Indian, Chinese",¹ 100.00,58,30% OFF,https://www.zomato.com/bangalore/charminar-biryani-house-1-btm-bangalore/order
SGS Non Veg - Gundu Pulav,4.5,"Biryani, Kebab, Seafood",¹ 100.00,40,NA,https://www.zomato.com/bangalore/sgs-non-veg-gundu-pulav-city-market-bangalore/order
Madurai Idly Shop,4.1,South Indian,¹ 100.00,48,20% OFF,https://www.zomato.com/bangalore/madurai-idly-shop-1-koramangala-7th-block-bangalore/order
Kailash Parbat,3.8,"North Indian, Street Food, Biryani, Desserts, Beverages",¹ 250.00,38,   150 OFF,https://www.zomato.com/bangalore/kailash-parbat-commercial-street-bangalore/order
Dum Safar Biryani,4.1,"Biryani, North Indian, Kebab, BBQ, Beverages, Desserts",¹ 250.00,46,40% OFF,https://www.zomato.com/bangalore/dum-safar-biryani-ulsoor-bangalore/order
Mad Over Donuts,4.3,"Desserts, Bakery, Beverages",¹ 250.00,29,20% OFF,https://www.zomato.com/bangalore/mad-over-donuts-brigade-road/order
Kabab King Restaurant,3.5,"North Indian, Chinese",¹ 250.00,58,NA,https://www.zomato.com/bangalore/kabab-king-restaurant-1-banashankari-bangalore/order
Rajanna Military Hotel,3.9,South Indian,¹ 250.00,41,NA,https://www.zomato.com/bangalore/rajanna-military-hotel-rajajinagar-bangalore/order
Shanthi Sagar,4.1,"South Indian, North Indian, Chinese, Street Food, Desserts, Shake, Beverages",¹ 250.00,49,NA,https://www.zomato.com/bangalore/shanthi-sagar-ulsoor/order
Olive Street Food Cafe,4.3,"Fast Food, Burger, Shake, Beverages, Sandwich",¹ 250.00,66,20% OFF,https://www.zomato.com/bangalore/olive-street-food-cafe-kammanahalli-bangalore/order
Shanmukha,4.1,"Biryani, Hyderabadi, Andhra, Chinese, Desserts, Beverages, Seafood",¹ 250.00,58,40% OFF,https://www.zomato.com/bangalore/shanmukha-1-jp-nagar-bangalore/order
Chicken County Restaurant,4.3,"North Indian, Chinese, Mughlai, Biryani, Seafood, Rolls, Fast Food, Ice Cream",¹ 250.00,42,NA,https://www.zomato.com/bangalore/chicken-county-restaurant-3-majestic-bangalore/order
Home Plate by EatFit,4.2,"North Indian, South Indian, Healthy Food, Desserts, Beverages, Andhra, Mithai, Pizza",¹ 250.00,31,60% OFF,https://www.zomato.com/bangalore/home-plate-by-eatfit-vasanth-nagar-bangalore/order
Krispy Kreme,4,Desserts,¹ 250.00,39,   150 OFF,https://www.zomato.com/bangalore/krispy-kreme-brigade-road-bangalore/order
The Biryani Life,3.8,"Biryani, Mughlai",¹ 250.00,39,10% OFF,https://www.zomato.com/bangalore/the-biryani-life-shanti-nagar-bangalore/order
Kakal Kai Ruchi,4.1,"North Indian, South Indian, Chinese, Biryani, Street Food, Beverages, Desserts",¹ 200.00,48,NA,https://www.zomato.com/bangalore/kakal-kai-ruchi-rajajinagar-bangalore/order
Paratha Envy,4.4,North Indian,¹ 200.00,60,20% OFF,https://www.zomato.com/bangalore/paratha-envy-koramangala-6th-block-bangalore/order
HRX by EatFit,4.2,"Healthy Food, Salad, Burger, Mexican, Pasta, Desserts, Beverages",¹ 200.00,33,10% OFF,https://www.zomato.com/bangalore/hrx-by-eatfit-vasanth-nagar-bangalore/order
New Shanthi Sagar,4.1,"North Indian, Street Food, Fast Food, South Indian, Chinese, Ice Cream, Shake",¹ 200.00,43,   125 OFF,https://www.zomato.com/bangalore/new-shanthi-sagar-rajajinagar-bangalore/order
Empire Juices And Desserts,4.2,"Juices, Beverages, Shake, Ice Cream, Desserts",¹ 150.00,29,20% OFF,https://www.zomato.com/bangalore/empire-juices-and-desserts-shivajinagar-bangalore/order
Biryani Pot,3.9,"Biryani, North Indian, Chinese, Hyderabadi, Andhra, Wraps, Sichuan",¹ 200.00,51,20% OFF,https://www.zomato.com/bangalore/biryani-pot-btm/order
FB Cakes,3.7,Bakery,¹ 150.00,51,NA,https://www.zomato.com/bangalore/fb-cakes-1-btm-bangalore/order
Kolkata No. 1 Kati Rolls,3.9,Rolls,¹ 100.00,48,NA,https://www.zomato.com/bangalore/kolkata-no-1-kati-rolls-rajajinagar-bangalore/order
Jose Mess,4.1,"Kerala, South Indian, Biryani",¹ 150.00,46,NA,https://www.zomato.com/bangalore/jose-mess-hosur-road-bangalore/order
Om Agarwal Bhavan,4.3,"North Indian, Sandwich, Street Food, Desserts",¹ 150.00,51,40% OFF,https://www.zomato.com/bangalore/om-agarwal-bhavan-basaveshwara-nagar-bangalore/order
"The Dessert Heaven - Pastry, Brownie and Cakes",4.3,"Desserts, Bakery, Mithai",¹ 100.00,53,50% OFF,https://www.zomato.com/bangalore/the-dessert-heaven-pastry-brownie-and-cakes-hosur-road-bangalore/order
Lulu Hypermarket,4,"Arabian, North Indian, South Indian, Salad, Biryani, Fast Food, Bakery",¹ 200.00,53,NA,https://www.zomato.com/bangalore/lulu-hypermarket-rajajinagar-bangalore/order
Madeena Hotel,4.2,"Biryani, Kebab, North Indian",¹ 150.00,54,NA,https://www.zomato.com/bangalore/madeena-hotel-koramangala-5th-block-bangalore/order
Cremeux Pizza & Bakery Cafe,4.1,"Pizza, Bakery, Cafe, Sandwich, Beverages, Burger",¹ 150.00,60,50% OFF,https://www.zomato.com/bangalore/cremeux-pizza-bakery-cafe-jayanagar-bangalore/order
Shanthi Sagar,4.2,"South Indian, North Indian, Chinese, Biryani, Ice Cream, Juices, Shake, Beverages",¹ 150.00,52,NA,https://www.zomato.com/bangalore/shanthi-sagar-basaveshwara-nagar/order
Bob's Bar,3.8,"South Indian, Biryani, Sandwich, Desserts, Bakery, Beverages",¹ 150.00,56,   150 OFF,https://www.zomato.com/bangalore/bobs-bar-koramangala-7th-block-bangalore/order
The Bhojan-Pure Veg Delights,4,"North Indian, Street Food",¹ 150.00,57,20% OFF,https://www.zomato.com/bangalore/the-bhojan-pure-veg-delights-koramangala-6th-block-bangalore/order
Kabab King,3.5,"North Indian, Chinese, Juices, Shake",¹ 150.00,59,NA,https://www.zomato.com/bangalore/kabab-king-kumaraswamy-layout-bangalore/order
Chikpet Donne Biriyani House,3.5,"Biryani, South Indian, Andhra",¹ 150.00,42,NA,https://www.zomato.com/bangalore/chikpet-donne-biriyani-house-rajajinagar/order
Falahaar & Kota Kachori,3.8,"North Indian, Rajasthani, Fast Food, Mithai, Beverages, Desserts",¹ 150.00,56,20% OFF,https://www.zomato.com/bangalore/falahaar-kota-kachori-koramangala-7th-block-bangalore/order
Hotel Navayuga,4.3,"Andhra, Biryani",¹ 150.00,36,NA,https://www.zomato.com/bangalore/hotel-navayuga-majestic/order
Sweet Truth - Cake and Desserts,4,"Bakery, Desserts, Ice Cream",¹ 150.00,43,   150 OFF,https://www.zomato.com/bangalore/sweet-truth-cake-and-desserts-shanti-nagar-bangalore/order
Egg Corner,4,"Fast Food, Street Food",¹ 150.00,46,NA,https://www.zomato.com/bangalore/egg-corner-vijay-nagar-bangalore/order
Millet Express,4,"Healthy Food, South Indian, North Indian, Biryani",¹ 150.00,NA,   125 OFF,https://www.zomato.com/bangalore/millet-express-1-indiranagar-bangalore/order
Sri Mahadeshwara Mushroom Dum Biriyani,4.5,"Chinese, Biryani",¹ 100.00,45,NA,https://www.zomato.com/bangalore/sri-mahadeshwara-mushroom-dum-biriyani-banashankari-bangalore/order
Kritunga,3.3,"South Indian, North Indian",¹ 100.00,46,NA,https://www.zomato.com/bangalore/kritunga-majestic-bangalore/order
FNP Cakes By Ferns N Petals,3.5,"Bakery, Desserts",¹ 100.00,55,20% OFF,https://www.zomato.com/bangalore/fnp-cakes-by-ferns-n-petals-koramangala-3rd-block-bangalore/order
Marwadi Chaat & Tiffin Services - Jodhpur Wala,3.9,"North Indian, Chinese, Street Food, Beverages",¹ 100.00,30,40% OFF,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-jodhpur-wala-shanti-nagar-bangalore/order
LeanCrust Pizza - ThinCrust Experts,4.5,"Pizza, Italian, Fast Food, Desserts",¹ 100.00,33,50% OFF,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-langford-town-bangalore/order
Hyderabad Biryani Hotel,4.2,Biryani,¹ 100.00,37,NA,https://www.zomato.com/bangalore/hyderabad-biryani-hotel-malleshwaram-bangalore/order
Swathi Restaurant,4.1,"Andhra, North Indian, Chinese, Biryani, Mughlai, Oriental",¹ 100.00,49,Free Gulab Jamun [1 Piece],https://www.zomato.com/bangalore/swathi-restaurant-rajajinagar-bangalore/order
Absolute Shawarma,4,"Shawarma, Burger, Momos, Fast Food, Shake",¹ 100.00,NA,Flat 20% OFF,https://www.zomato.com/bangalore/absolute-shawarma-jeevan-bhima-nagar-bangalore/order
Rana Donne Biriyani,3.6,"Biryani, Fast Food",¹ 100.00,60,40% OFF,https://www.zomato.com/bangalore/rana-donne-biriyani-rajajinagar-bangalore/order
Gandhinagar Donne Biriyani,4.2,"Biryani, North Indian",¹ 100.00,32,NA,https://www.zomato.com/bangalore/gandhinagar-donne-biriyani-1-majestic-bangalore/order
Just Bake,3.8,Bakery,¹ 100.00,33,NA,https://www.zomato.com/bangalore/just-bake-seshadripuram/order
Le Arabia,3.6,"Arabian, North Indian",¹ 100.00,53,NA,https://www.zomato.com/bangalore/le-arabia-basaveshwara-nagar-bangalore/order
Szechuan Dragon,4.2,"Chinese, Asian, Thai, Beverages",¹ 200.00,48,30% OFF,https://www.zomato.com/bangalore/szechuan-dragon-banashankari/order
Boba Bhai,4.2,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",¹ 200.00,41,40% OFF,https://www.zomato.com/bangalore/boba-bhai-commercial-street-bangalore/order
Roti-Wala.Com,3.9,"North Indian, Chinese",¹ 200.00,58,20% OFF,https://www.zomato.com/bangalore/roti-wala-com-kumaraswamy-layout-bangalore/order
New Agarwal Bhavan,4.1,"Mithai, Street Food",¹ 200.00,38,NA,https://www.zomato.com/bangalore/new-agarwal-bhavan-sadashiv-nagar-bangalore/order
Goila Butter Chicken,4,"North Indian, Mughlai, Biryani, Rolls",¹ 200.00,57,20% OFF,https://www.zomato.com/bangalore/goila-butter-chicken-koramangala-6th-block-bangalore/order
Mangalore Lunch Home,4.2,"South Indian, Seafood, North Indian, Chinese, Biryani, Mangalorean",¹ 200.00,48,NA,https://www.zomato.com/bangalore/mangalore-lunch-home-basaveshwara-nagar-bangalore/order
Meghana Biryani,3.1,"Biryani, North Indian, Mughlai, Chinese",¹ 200.00,48,NA,https://www.zomato.com/bangalore/meghana-biryani-vijay-nagar-bangalore/order
Nisarga,4.2,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",¹ 200.00,46,10% OFF,https://www.zomato.com/bangalore/nisarga-vijay-nagar/order
Deccan Paradise,4.4,"Biryani, Hyderabadi, South Indian",¹ 200.00,46,NA,https://www.zomato.com/bangalore/deccan-paradise-2-majestic-bangalore/order
Brik Oven,4,"Pizza, Italian, Beverages, Desserts, Shake",¹ 200.00,32,60% OFF,https://www.zomato.com/bangalore/brik-oven-church-street/order
ZAZA Mughal Biryani,4.5,"Biryani, North Indian, Mughlai, Desserts, Beverages",¹ 200.00,28,50% OFF,https://www.zomato.com/bangalore/zaza-mughal-biryani-shanti-nagar-bangalore/order
WOW! Chicken by WOW! Momo,3.6,"American, Fast Food, Burger, Beverages",¹ 200.00,63,40% OFF,https://www.zomato.com/bangalore/wow-chicken-by-wow-momo-malleshwaram-bangalore/order
Kaapi Katte,3.7,"South Indian, Beverages",¹ 50.00,35,NA,https://www.zomato.com/bangalore/kaapi-katte-2-seshadripuram-bangalore/order
Akshatha Biryani,4.3,"Biryani, Kebab, Chinese, North Indian, Beverages",¹ 50.00,36,NA,https://www.zomato.com/bangalore/akshatha-biryani-rt-nagar-bangalore/order
Tomba Kitchens,4.3,"Naga, Manipuri, North Eastern, Chinese",¹ 50.00,50,NA,https://www.zomato.com/bangalore/tomba-kitchens-ejipura-bangalore/order
Toscano,4.3,"Italian, Pizza, Pasta, Continental, Desserts, Steak, Seafood, Beverages",¹ 50.00,29,30% OFF,https://www.zomato.com/bangalore/toscano-lavelle-road/order
Donne Biryani Palace,3.6,"Biryani, South Indian, Chinese, Fast Food, Mughlai",¹ 50.00,51,NA,https://www.zomato.com/bangalore/donne-biryani-palace-indiranagar-bangalore/order
The Handi Crust,4,"North Indian, Street Food",¹ 50.00,51,20% OFF,https://www.zomato.com/bangalore/the-handi-crust-ulsoor-bangalore/order
Malgudi's Donne Biriyani,4.3,"Biryani, North Indian",¹ 50.00,38,NA,https://www.zomato.com/bangalore/malgudis-donne-biriyani-1-rajajinagar/order
ibaco,4.5,"Ice Cream, Desserts",¹ 50.00,27,NA,https://www.zomato.com/bangalore/ibaco-brigade-road-bangalore/order
Magnolia Bakery,4.4,"Bakery, Desserts",¹ 50.00,48,NA,https://www.zomato.com/bangalore/magnolia-bakery-indiranagar-bangalore/order
Oru Vadakkan Cafe,4.2,"Kerala, South Indian, Biryani, Seafood, Beverages",¹ 50.00,58,10% OFF,https://www.zomato.com/bangalore/oru-vadakkan-cafe-koramangala-5th-block-bangalore/order
Salad Days,4.3,"Salad, Healthy Food, Sandwich, Juices",¹ 50.00,54,Free Pineapple Tepache [210 Ml],https://www.zomato.com/bangalore/salad-days-indiranagar-bangalore/order
Halli Mane,4.1,"South Indian, North Indian, Chinese",¹ 50.00,42,Free Instant Ghee Kharabath Mix,https://www.zomato.com/bangalore/halli-mane-malleshwaram/order
Ambur Biryani Point,3.7,"Biryani, Fast Food",¹ 100.00,47,NA,https://www.zomato.com/bangalore/ambur-biryani-point-koramangala-8th-block-bangalore/order
Andhra Ruchulu,4.1,"Andhra, Biryani, North Indian, Chinese, Desserts, Juices",¹ 100.00,41,NA,https://www.zomato.com/bangalore/andhra-ruchulu-sankey-road-bangalore/order
Udupi Garden,4.1,"South Indian, North Indian, Chinese, Salad, Biryani, Ice Cream, Shake, Beverages",¹ 100.00,49,10% OFF,https://www.zomato.com/bangalore/udupi-garden-jayanagar-bangalore/order
Mini Punjabi Dhaba,4.4,North Indian,¹ 100.00,46,NA,https://www.zomato.com/bangalore/mini-punjabi-dhaba-banashankari/order
Nammura Upachara,4.2,"South Indian, North Indian, Street Food, Chinese",¹ 100.00,51,20% OFF,https://www.zomato.com/bangalore/nammura-upachara-basaveshwara-nagar/order
Juice Junction,4.2,"Juices, Beverages, Sandwich, Fast Food, Shake, Rolls, Healthy Food, Street Food",¹ 100.00,20,10% OFF,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order
Auntie Fung's,3.9,"Asian, Thai, Vietnamese, Japanese, Indonesian, Chinese, Korean, Burmese",¹ 100.00,NA,60% OFF,https://www.zomato.com/bangalore/auntie-fungs-indiranagar-bangalore/order
99 Varieties Dosa & Pav Bhaji,3.7,"South Indian, Maharashtrian, Sichuan, Street Food",¹ 100.00,54,Flat 20% OFF,https://www.zomato.com/bangalore/99-varieties-dosa-pav-bhaji-koramangala-6th-block-bangalore/order
Udupi Shanthi Sagar,4.1,"South Indian, North Indian, Chinese",¹ 100.00,44,NA,https://www.zomato.com/bangalore/udupi-shanthi-sagar-frazer-town-bangalore/order
Ayodhya Sagar,4.3,"South Indian, North Indian, Chinese, Street Food, Desserts, Beverages",¹ 100.00,49,NA,https://www.zomato.com/bangalore/ayodhya-sagar-basaveshwara-nagar-bangalore/order
Peetuk,4.1,"Bengali, Biryani, Rolls",¹ 100.00,48,NA,https://www.zomato.com/bangalore/peetuk-domlur-bangalore/order
Church Street SOCIAL,4.1,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Korean, Beverages",¹ 100.00,34,50% OFF,https://www.zomato.com/ChurchStreetSocial/order
Homely Hut,4.1,"North Indian, Beverages",¹ 150.00,52,20% OFF,https://www.zomato.com/bangalore/homely-hut-koramangala-7th-block-bangalore/order
Cheesecake & Co.,4.3,"Bakery, Desserts",¹ 150.00,44,   100 OFF,https://www.zomato.com/bangalore/cheesecake-co-koramangala-8th-block-bangalore/order
Kirti Kitchen,4,"North Indian, Chinese, Sichuan",¹ 150.00,65,NA,https://www.zomato.com/bangalore/kirti-kitchen-btm-bangalore/order
Hari Super Sandwich,3.8,"Sandwich, Fast Food",¹ 150.00,57,30% OFF,https://www.zomato.com/bangalore/hari-super-sandwich-btm-bangalore/order
Namo Andhra,4.4,"South Indian, Andhra",¹ 150.00,36,20% OFF,https://www.zomato.com/bangalore/namo-andhra-shivajinagar-bangalore/order
"WeFit - Protein Bowls, Salads & Sandwiches",4.4,"Salad, Healthy Food, Sandwich",¹ 150.00,38,50% OFF,https://www.zomato.com/bangalore/wefit-protein-bowls-salads-sandwiches-shanti-nagar-bangalore/order
Ande Ka Funda,3.7,"North Indian, Rolls, Chinese",¹ 150.00,62,NA,https://www.zomato.com/bangalore/ande-ka-funda-2-btm-bangalore/order
Khichdi Bar,4,"Healthy Food, North Indian",¹ 150.00,44,30% OFF,https://www.zomato.com/bangalore/khichdi-bar-majestic-bangalore/order
Udupi Ruchi,4,"South Indian, North Indian, Chinese, Biryani, Ice Cream, Beverages, Shake",¹ 150.00,37,NA,https://www.zomato.com/bangalore/udupi-ruchi-1-rajajinagar-bangalore/order
Aramane Donne Biriyani,4.1,"Biryani, North Indian, South Indian, Andhra, Seafood, Chinese",¹ 150.00,42,NA,https://www.zomato.com/bangalore/aramane-donne-biriyani-koramangala-8th-block-bangalore/order
Pasta Street,4.2,"Pasta, Pizza, Italian, Salad, Desserts, Beverages",¹ 150.00,33,60% OFF,https://www.zomato.com/bangalore/pasta-street-cunningham-road/order
Donburi,4,"Chinese, Oriental, Asian",¹ 150.00,34,Everything @    129 only,https://www.zomato.com/bangalore/donburi-richmond-town-bangalore/order
Madurai Pandi Mess,4.1,"Biryani, South Indian, Chettinad, Tamil",¹ 250.00,69,30% OFF,https://www.zomato.com/bangalore/madurai-pandi-mess-2-kammanahalli-bangalore/order
Udupi Aatithya,4.3,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Juices, Beverages",¹ 250.00,38,NA,https://www.zomato.com/bangalore/udupi-aatithya-basavanagudi-bangalore/order
Kataria's,3.5,"North Indian, Biryani",¹ 250.00,63,   125 OFF,https://www.zomato.com/bangalore/katarias-btm-bangalore/order
Bangalikhana,4.2,"Bengali, Seafood",¹ 250.00,56,20% OFF,https://www.zomato.com/bangalore/bangalikhana-koramangala-7th-block-bangalore/order
